node_id,event_year,n_projects,treatment_group,treatment_label,project_ids,traffic_pre,traffic_at,traffic_post,traffic_post2,delta_pre_to_event,delta_pre_to_post,delta_pre_to_post2,rel_delta_pre_to_post
46_0601,2005,1,crack_sealing,"Crack Sealing, Lane-Shoulder Longitudinal Joint Sealing",46_0601_20050701_10_1,86186.0,70152.5,90700.0,77565.0,-16033.5,4514.0,-8621.0,0.052375095723203306
46_0601,2008,1,seal_coat,Aggregate Seal Coat,46_0601_20080601_11_1,77565.0,87025.33333333333,98917.0,94178.0,9460.333333333328,21352.0,16613.0,0.27527879842712566
46_0601,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0601_20110601_12_1,94178.0,43635.0,97586.0,78096.5,-50543.0,3408.0,-16081.5,0.036186795217566736
46_0601,2013,1,crack_sealing,Crack Sealing,46_0601_20130601_13_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0601,2019,1,patching,Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate),46_0601_20190601_14_1,47961.0,48618.0,49410.0,49932.0,657.0,1449.0,1971.0,0.030212047288421844
46_0602,1992,2,crack_sealing,"Crack Sealing, AC Shoulder Restoration, Grinding Surface, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement | Missing / not recorded",46_0602_19920101_1_1 | 46_0602_19920507_2_1,61797.0,36726.5,48384.0,48156.0,-25070.5,-13413.0,-13641.0,-0.21704937132870528
46_0602,1995,1,patching,Full Depth Transverse Joint Repair Patch,46_0602_19950901_3_1,48156.0,67205.33333333333,99358.0,69740.0,19049.33333333333,51202.0,21584.0,1.0632527618572971
46_0602,1998,1,patching,Partial depth patching of PCC pavements at joints,46_0602_19980601_4_1,69740.0,84844.75,91391.0,65596.0,15104.75,21651.0,-4144.0,0.3104531115572125
46_0602,2000,1,patching,"AC Shoulder Restoration, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",46_0602_20000601_5_1,91391.0,65596.0,69920.83333333333,78934.85714285714,-25795.0,-21470.16666666667,-12456.142857142855,-0.23492648802033758
46_0602,2001,1,patching,Partial depth patching of PCC pavements at joints,46_0602_20010601_6_1,65596.0,69920.83333333333,78934.85714285714,51683.11111111111,4324.8333333333285,13338.857142857145,-13912.88888888889,0.2033486362408858
46_0602,2002,1,patching,Partial depth patching of PCC pavements at joints,46_0602_20020601_7_1,69920.83333333333,78934.85714285714,51683.11111111111,86186.0,9014.023809523816,-18237.72222222222,16265.166666666672,-0.26083387958603976
46_0602,2003,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Grinding Surface, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",46_0602_20030501_8_1 | 46_0602_20030901_9_1,78934.85714285714,51683.11111111111,86186.0,70152.5,-27251.746031746035,7251.142857142855,-8782.357142857145,0.09186236752186248
46_0602,2005,1,crack_sealing,"Crack Sealing, Lane-Shoulder Longitudinal Joint Sealing",46_0602_20050701_10_1,86186.0,70152.5,90700.0,77565.0,-16033.5,4514.0,-8621.0,0.052375095723203306
46_0602,2008,1,seal_coat,Aggregate Seal Coat,46_0602_20080601_11_1,77565.0,87025.33333333333,98917.0,94178.0,9460.333333333328,21352.0,16613.0,0.27527879842712566
46_0602,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0602_20110601_12_1,94178.0,43635.0,97586.0,78096.5,-50543.0,3408.0,-16081.5,0.036186795217566736
46_0602,2013,1,crack_sealing,Crack Sealing,46_0602_20130601_13_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0603,1992,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement | Missing / not recorded",46_0603_19920101_1_1 | 46_0603_19920428_2_1,61797.0,37273.0,48384.0,48156.0,-24524.0,-13413.0,-13641.0,-0.21704937132870528
46_0603,1995,1,crack_sealing,"Sand Seal Coat, Saw and Seal",46_0603_19950626_3_1,48156.0,72490.33333333333,99358.0,69740.0,24334.33333333333,51202.0,21584.0,1.0632527618572971
46_0603,2004,1,seal_coat,Aggregate Seal Coat,46_0603_20040701_4_1,81821.0,75471.75,85563.0,90700.0,-6349.25,3742.0,8879.0,0.045733980274012785
46_0603,2005,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0603_20050601_5_1,75471.75,85563.0,90700.0,77565.0,10091.25,15228.25,2093.25,0.20177417378025553
46_0603,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0603_20080601_6_1,77565.0,94016.66666666667,98917.0,94178.0,16451.66666666667,21352.0,16613.0,0.27527879842712566
46_0603,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0603_20110601_7_1,94178.0,41904.42857142857,97586.0,78096.5,-52273.57142857143,3408.0,-16081.5,0.036186795217566736
46_0603,2013,1,crack_sealing,Crack Sealing,46_0603_20130601_8_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0604,1992,2,crack_sealing,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch, Saw and Seal, PCC Slab Replacement | Missing / not recorded",46_0604_19920101_1_1 | 46_0604_19920428_2_1,61797.0,37273.0,48384.0,48156.0,-24524.0,-13413.0,-13641.0,-0.21704937132870528
46_0604,1995,1,crack_sealing,"Sand Seal Coat, Saw and Seal",46_0604_19950626_3_1,48156.0,72490.33333333333,99358.0,69740.0,24334.33333333333,51202.0,21584.0,1.0632527618572971
46_0604,2004,1,crack_sealing,"Aggregate Seal Coat, Saw and Seal",46_0604_20040701_4_1,81821.0,75471.75,93281.0,90700.0,-6349.25,11460.0,8879.0,0.14006184231432028
46_0604,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0604_20110601_5_1,94178.0,42827.4,97586.0,78096.5,-51350.6,3408.0,-16081.5,0.036186795217566736
46_0604,2013,1,crack_sealing,Crack Sealing,46_0604_20130601_6_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0605,1992,3,crack_sealing,"AC Shoulder Restoration | Crack Sealing, Grinding Surface, Pressure Grout Subsealing, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, PCC Slab Replacement | Missing / not recorded",46_0605_19920101_1_1 | 46_0605_19920501_2_1 | 46_0605_19920924_3_1,61797.0,28733.666666666668,43380.0,48156.0,-33063.33333333333,-18417.0,-13641.0,-0.29802417593087044
46_0605,1993,1,patching,Full Depth Transverse Joint Repair Patch,46_0605_19930601_4_1,28733.666666666668,43380.0,48156.0,86373.0,14646.333333333332,19422.333333333332,57639.33333333333,0.6759434345309219
46_0605,1998,1,patching,Partial depth patching of PCC pavements at joints,46_0605_19980601_5_1,69740.0,86802.2,91391.0,66586.33333333333,17062.199999999997,21651.0,-3153.6666666666715,0.3104531115572125
46_0605,2000,1,patching,"AC Shoulder Restoration, Partial depth patching of PCC pavements at joints, Partial Depth Patching of PCC Pavement Other Than at Joint",46_0605_20000601_6_1,91391.0,66586.33333333333,70660.57142857143,83893.0,-24804.66666666667,-20730.428571428565,-7498.0,-0.22683227638857836
46_0605,2001,1,patching,Partial depth patching of PCC pavements at joints,46_0605_20010601_7_1,66586.33333333333,70660.57142857143,83893.0,51278.375,4074.2380952381063,17306.66666666667,-15307.958333333328,0.25991319540045765
46_0605,2003,1,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay",46_0605_20030901_8_1,83893.0,51278.375,86186.0,70152.5,-32614.625,2293.0,-13740.5,0.02733243536409474
46_0605,2005,1,crack_sealing,"Crack Sealing, Lane-Shoulder Longitudinal Joint Sealing",46_0605_20050701_9_1,86186.0,70152.5,90700.0,77565.0,-16033.5,4514.0,-8621.0,0.052375095723203306
46_0605,2008,1,seal_coat,Aggregate Seal Coat,46_0605_20080601_10_1,77565.0,87025.33333333333,98917.0,94178.0,9460.333333333328,21352.0,16613.0,0.27527879842712566
46_0605,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0605_20110601_11_1,94178.0,43635.0,97586.0,78096.5,-50543.0,3408.0,-16081.5,0.036186795217566736
46_0605,2013,1,crack_sealing,Crack Sealing,46_0605_20130601_12_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0606,1992,2,asphalt_overlay,"AC Shoulder Restoration, Pressure Grout Subsealing, Asphalt Concrete Overlay, Longitudinal Subdrains, Full Depth Transverse Joint Repair Patch, Joint Load Transfer Restoration in PCC Pavements, PCC Slab Replacement | Missing / not recorded",46_0606_19920101_1_1 | 46_0606_19920427_2_1,61797.0,37333.5,48384.0,48156.0,-24463.5,-13413.0,-13641.0,-0.21704937132870528
46_0606,1995,1,crack_sealing,"Sand Seal Coat, Saw and Seal",46_0606_19950626_3_1,48156.0,72490.33333333333,99358.0,69740.0,24334.33333333333,51202.0,21584.0,1.0632527618572971
46_0606,2004,1,seal_coat,Aggregate Seal Coat,46_0606_20040701_4_1,81821.0,75471.75,93281.0,90700.0,-6349.25,11460.0,8879.0,0.14006184231432028
46_0606,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0606_20110601_5_1,94178.0,42827.4,97586.0,78096.5,-51350.6,3408.0,-16081.5,0.036186795217566736
46_0606,2013,1,crack_sealing,Crack Sealing,46_0606_20130601_6_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0607,1992,4,reconstruction_or_major_rehab,"AC Shoulder Restoration, Asphalt Concrete Overlay | Fracture Treatment of PCC Pavement as Base for New AC Surface | Longitudinal Subdrains | Missing / not recorded",46_0607_19920101_1_1 | 46_0607_19920520_2_1 | 46_0607_19920728_3_1 | 46_0607_19920731_4_1,61797.0,27408.25,48384.0,48156.0,-34388.75,-13413.0,-13641.0,-0.21704937132870528
46_0607,1995,1,crack_sealing,"Sand Seal Coat, Saw and Seal",46_0607_19950626_5_1,48156.0,78043.4,99358.0,69740.0,29887.399999999994,51202.0,21584.0,1.0632527618572971
46_0607,2004,1,seal_coat,Aggregate Seal Coat,46_0607_20040701_6_1,81821.0,79043.16666666667,93281.0,90700.0,-2777.8333333333285,11460.0,8879.0,0.14006184231432028
46_0607,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0607_20080601_7_1,77565.0,95015.42857142857,98917.0,94178.0,17450.428571428565,21352.0,16613.0,0.27527879842712566
46_0607,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0607_20110601_8_1,94178.0,41616.0,97586.0,78096.5,-52562.0,3408.0,-16081.5,0.036186795217566736
46_0607,2013,1,crack_sealing,Crack Sealing,46_0607_20130601_9_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0608,1992,3,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Fracture Treatment of PCC Pavement as Base for New AC Surface | Missing / not recorded",46_0608_19920101_1_1 | 46_0608_19920728_2_1 | 46_0608_19920731_3_1,61797.0,27398.0,48384.0,48156.0,-34399.0,-13413.0,-13641.0,-0.21704937132870528
46_0608,1995,1,seal_coat,Sand Seal Coat,46_0608_19950626_4_1,48156.0,75961.0,99358.0,69740.0,27805.0,51202.0,21584.0,1.0632527618572971
46_0608,2004,1,seal_coat,Aggregate Seal Coat,46_0608_20040701_5_1,81821.0,77614.6,86849.33333333333,90700.0,-4206.399999999994,5028.3333333333285,8879.0,0.061455290614063976
46_0608,2005,1,patching,Manual Premix Spot Patch (hand spreading and compacting with roller),46_0608_20050601_6_1,77614.6,86849.33333333333,90700.0,77565.0,9234.733333333323,13085.399999999994,-49.60000000000582,0.16859456854767008
46_0608,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0608_20080601_7_1,77565.0,95015.42857142857,98917.0,94178.0,17450.428571428565,21352.0,16613.0,0.27527879842712566
46_0608,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0608_20110601_8_1,94178.0,41616.0,97586.0,78096.5,-52562.0,3408.0,-16081.5,0.036186795217566736
46_0608,2013,1,crack_sealing,Crack Sealing,46_0608_20130601_9_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0660,1992,4,reconstruction_or_major_rehab,"AC Shoulder Restoration, Asphalt Concrete Overlay | Fracture Treatment of PCC Pavement as Base for New AC Surface | Longitudinal Subdrains | Missing / not recorded",46_0660_19920101_1_1 | 46_0660_19920520_2_1 | 46_0660_19920728_3_1 | 46_0660_19920731_4_1,61797.0,27408.25,48384.0,48156.0,-34388.75,-13413.0,-13641.0,-0.21704937132870528
46_0660,1995,1,seal_coat,Sand Seal Coat,46_0660_19950626_5_1,48156.0,78043.4,99358.0,69740.0,29887.399999999994,51202.0,21584.0,1.0632527618572971
46_0660,2004,1,seal_coat,Aggregate Seal Coat,46_0660_20040701_6_1,81821.0,79043.16666666667,93281.0,90700.0,-2777.8333333333285,11460.0,8879.0,0.14006184231432028
46_0660,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0660_20080601_7_1,77565.0,95015.42857142857,98917.0,94178.0,17450.428571428565,21352.0,16613.0,0.27527879842712566
46_0660,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0660_20110601_8_1,94178.0,41616.0,97586.0,78096.5,-52562.0,3408.0,-16081.5,0.036186795217566736
46_0660,2013,1,crack_sealing,Crack Sealing,46_0660_20130601_9_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0661,1992,2,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay, Full Depth Transverse Joint Repair Patch, PCC Slab Replacement | Missing / not recorded",46_0661_19920101_1_1 | 46_0661_19920424_2_1,61797.0,37515.5,48384.0,48156.0,-24281.5,-13413.0,-13641.0,-0.21704937132870528
46_0661,1995,1,seal_coat,Sand Seal Coat,46_0661_19950626_3_1,48156.0,72490.33333333333,99358.0,69740.0,24334.33333333333,51202.0,21584.0,1.0632527618572971
46_0661,2004,1,seal_coat,Aggregate Seal Coat,46_0661_20040701_4_1,81821.0,75471.75,93281.0,90700.0,-6349.25,11460.0,8879.0,0.14006184231432028
46_0661,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0661_20110601_5_1,94178.0,42827.4,97586.0,78096.5,-51350.6,3408.0,-16081.5,0.036186795217566736
46_0661,2013,1,crack_sealing,Crack Sealing,46_0661_20130601_6_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0662,1992,3,asphalt_overlay,"AC Shoulder Restoration, Asphalt Concrete Overlay | Longitudinal Subdrains, Fracture Treatment of PCC Pavement as Base for New AC Surface | Missing / not recorded",46_0662_19920101_1_1 | 46_0662_19920520_2_1 | 46_0662_19920730_3_1,61797.0,30231.333333333332,48384.0,48156.0,-31565.666666666668,-13413.0,-13641.0,-0.21704937132870528
46_0662,1995,1,seal_coat,Sand Seal Coat,46_0662_19950626_4_1,48156.0,75961.0,99358.0,69740.0,27805.0,51202.0,21584.0,1.0632527618572971
46_0662,2004,1,seal_coat,Aggregate Seal Coat,46_0662_20040701_5_1,81821.0,77614.6,93281.0,90700.0,-4206.399999999994,11460.0,8879.0,0.14006184231432028
46_0662,2008,1,patching,"Patch Pot Holes - Hand Spread, Compacted with Truck",46_0662_20080601_6_1,77565.0,94016.66666666667,98917.0,94178.0,16451.66666666667,21352.0,16613.0,0.27527879842712566
46_0662,2011,1,asphalt_overlay,"AC Shoulder Restoration, Mill Off AC and Overlay with AC",46_0662_20110601_7_1,94178.0,41904.42857142857,97586.0,78096.5,-52273.57142857143,3408.0,-16081.5,0.036186795217566736
46_0662,2013,1,crack_sealing,Crack Sealing,46_0662_20130601_8_1,97586.0,78096.5,100743.0,101757.0,-19489.5,3157.0,4171.0,0.032350951980816924
46_0803,2014,1,asphalt_overlay,Asphalt Concrete Overlay,46_0803_20140601_2_1,3258.0,1769.5,3881.0,4599.0,-1488.5,623.0,1341.0,0.19122160834868018
46_0804,2014,1,asphalt_overlay,Asphalt Concrete Overlay,46_0804_20140601_2_1,3258.0,1769.5,3881.0,4599.0,-1488.5,623.0,1341.0,0.19122160834868018
46_0859,1995,1,crack_sealing,Crack Sealing,46_0859_19950628_2_1,314.0,855.0,1272.0,544.0,541.0,958.0,230.0,3.050955414012739
46_0859,1997,1,patching,Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate),46_0859_19970601_3_1,1272.0,544.0,1251.0,1251.0,-728.0,-21.0,-21.0,-0.01650943396226415
46_0859,2005,1,patching,Skin Patching (hand tools/hot pot to apply liquid asphalt and aggregate),46_0859_20050901_4_1,1667.0,1353.75,1934.0,2147.0,-313.25,267.0,480.0,0.16016796640671865
46_0859,2014,1,asphalt_overlay,Asphalt Concrete Overlay,46_0859_20140601_5_1,3258.0,1589.8,3881.0,4599.0,-1668.2,623.0,1341.0,0.19122160834868018
46_3009,1987,1,unknown,Missing / not recorded,46_3009_19870101_1_1,151848.0,176941.0,173554.0,210853.0,25093.0,21706.0,59005.0,0.14294557715610348
46_3009,1990,1,crack_sealing,Transverse Joint Sealing,46_3009_19900922_2_1,210853.0,162210.5,172285.0,213460.0,-48642.5,-38568.0,2607.0,-0.18291416294764598
46_3009,1997,1,grinding,Grinding Surface,46_3009_19970601_3_1,247729.0,219794.0,242609.0,258152.0,-27935.0,-5120.0,10423.0,-0.0206677458028733
46_3010,1987,1,unknown,Missing / not recorded,46_3010_19870101_1_1,102219.0,130066.0,149781.0,119067.0,27847.0,47562.0,16848.0,0.4652951016934229
46_3010,1999,1,grinding,Grinding Surface,46_3010_19990601_2_1,188213.0,140793.0,188189.0,200473.0,-47420.0,-24.0,12260.0,-0.00012751510256996064
46_3012,1987,1,unknown,Missing / not recorded,46_3012_19870101_1_1,297467.0,267878.0,237844.0,183915.5,-29589.0,-59623.0,-113551.5,-0.20043567857947267
46_3012,1989,1,crack_sealing,Transverse Joint Sealing,46_3012_19890712_2_1,237844.0,183915.5,247230.0,242649.0,-53928.5,9386.0,4805.0,0.03946284119002371
46_3012,1997,1,crack_sealing,"Grinding Surface, Transverse Joint Sealing, Full Depth Transverse Joint Repair Patch",46_3012_19970601_3_1,232477.0,233064.66666666666,161120.0,237505.0,587.666666666657,-71357.0,5028.0,-0.30694219213083446
46_3012,1999,1,grinding,"AC Shoulder Restoration, Grinding Surface, Grooving Surface",46_3012_19990901_4_1,161120.0,237505.0,293776.0,277850.0,76385.0,132656.0,116730.0,0.8233366434955313
46_3012,2013,1,grinding,Grinding Surface,46_3012_20130601_5_1,349483.0,323848.0,358042.0,362583.0,-25635.0,8559.0,13100.0,0.024490461624742835
46_3013,1987,1,unknown,Missing / not recorded,46_3013_19870101_1_1,134689.0,119427.0,65763.0,132261.0,-15262.0,-68926.0,-2428.0,-0.5117418645917633
46_3013,1988,1,crack_sealing,Transverse Joint Sealing,46_3013_19880929_2_1,119427.0,65763.0,132261.0,109055.0,-53664.0,12834.0,-10372.0,0.10746313647667613
46_3013,2016,2,asphalt_overlay,Asphalt Concrete Overlay,46_3013_20160601_3_1 | 46_3013_20160815_4_1,197392.0,154429.5,109610.0,,-42962.5,-87782.0,,-0.44470900543081787
46_3052,2009,1,crack_sealing,Transverse Joint Sealing,46_3052_20090701_2_1,40392.0,35502.0,43974.0,44753.0,-4890.0,3582.0,4361.0,0.08868092691622104
46_3052,2013,1,crack_sealing,"Transverse Joint Sealing, Lane-Shoulder Longitudinal Joint Sealing",46_3052_20130601_3_1,45764.0,39681.666666666664,46492.0,46882.0,-6082.333333333336,728.0,1118.0,0.01590770037584127
46_3052,2016,1,patching,Partial depth patching of PCC pavements at joints,46_3052_20160601_4_1,46882.0,42513.5,43294.0,27791.0,-4368.5,-3588.0,-19091.0,-0.07653257113604368
46_3053,1987,1,unknown,Missing / not recorded,46_3053_19870101_1_1,45644.0,39458.0,33468.0,25579.0,-6186.0,-12176.0,-20065.0,-0.266760143720971
46_5020,1987,1,unknown,Missing / not recorded,46_5020_19870101_1_1,151103.0,131238.0,112071.0,152267.0,-19865.0,-39032.0,1164.0,-0.2583138653765974
46_5020,1991,1,shoulder_restoration,AC Shoulder Replacement,46_5020_19910722_2_1,173852.0,116542.5,173161.0,135249.0,-57309.5,-691.0,-38603.0,-0.003974645100430251
46_5025,1987,1,unknown,Missing / not recorded,46_5025_19870101_1_1,206974.0,188553.0,170047.0,219339.0,-18421.0,-36927.0,12365.0,-0.17841371379980095
46_5040,1987,1,unknown,Missing / not recorded,46_5040_19870101_1_1,327854.0,284309.0,242482.0,260281.0,-43545.0,-85372.0,-67573.0,-0.26039639595673686
46_6600,1987,1,unknown,Missing / not recorded,46_6600_19870101_1_1,79606.0,76096.0,73322.0,93254.0,-3510.0,-6284.0,13648.0,-0.07893877345928699
46_6600,1992,1,patching,"AC Shoulder Restoration, Full Depth Transverse Joint Repair Patch",46_6600_19921027_2_1,99294.0,58113.5,90384.0,100132.0,-41180.5,-8910.0,838.0,-0.08973351864160976
46_6600,1998,1,patching,Partial depth patching of PCC pavements at joints,46_6600_19980901_3_1,117098.0,111756.66666666667,163714.0,145357.5,-5341.3333333333285,46616.0,28259.5,0.39809390425114005
46_6600,2000,1,patching,"Partial depth patching of PCC pavements at joints, PCC Slab Replacement",46_6600_20000901_4_1,163714.0,145357.5,177190.0,171002.0,-18356.5,13476.0,7288.0,0.08231427978059298
46_6600,2003,1,patching,Partial depth patching of PCC pavements at joints,46_6600_20030601_5_1,171002.0,147460.6,151185.0,159975.0,-23541.399999999994,-19817.0,-11027.0,-0.11588753347914059
46_7049,1988,1,unknown,Missing / not recorded,46_7049_19880701_1_1,72151.0,66862.0,51267.0,69993.0,-5289.0,-20884.0,-2158.0,-0.2894485176920625
46_7049,1989,1,seal_coat,Aggregate Seal Coat,46_7049_19890627_2_1,66862.0,51267.0,69993.0,80601.0,-15595.0,3131.0,13739.0,0.04682779456193353
46_7049,1995,1,seal_coat,Aggregate Seal Coat,46_7049_19950616_3_1,52335.0,57459.0,56953.5,66762.2,5124.0,4618.5,14427.199999999997,0.0882487818859272
46_7049,1996,1,crack_sealing,Crack Sealing,46_7049_19961003_4_1,57459.0,56953.5,66762.2,79891.0,-505.5,9303.199999999997,22432.0,0.16191023164343266
46_7049,1997,1,seal_coat,Aggregate Seal Coat,46_7049_19970826_5_1,56953.5,66762.2,79891.0,83866.0,9808.699999999997,22937.5,26912.5,0.4027408324334764
46_9106,1989,1,unknown,Missing / not recorded,46_9106_19890614_1_1,15282.0,9289.0,27647.0,29994.0,-5993.0,12365.0,14712.0,0.8091218426907473
46_9106,1991,1,crack_sealing,Crack Sealing,46_9106_19910521_2_1,27647.0,29994.0,16382.333333333334,26413.0,2347.0,-11264.666666666666,-1234.0,-0.4074462569778517
46_9106,1992,1,seal_coat,Aggregate Seal Coat,46_9106_19920807_3_1,29994.0,16382.333333333334,26413.0,31921.0,-13611.666666666666,-3581.0,1927.0,-0.11939054477562179
46_9106,2009,1,seal_coat,Aggregate Seal Coat,46_9106_20090601_4_1,8498.0,17190.0,24108.0,24108.0,8692.0,15610.0,15610.0,1.8369028006589785
46_9106,2013,1,patching,Strip Patching (using spreader and distributor to apply hot liquid asphalt and aggregate),46_9106_20130601_5_1,24174.0,22113.2,24108.0,25598.0,-2060.7999999999993,-66.0,1424.0,-0.002730206006453214
46_9187,1991,1,crack_sealing,Crack Sealing,46_9187_19910613_2_1,14485.0,12801.5,11084.0,16482.0,-1683.5,-3401.0,1997.0,-0.23479461511908872
46_9187,1992,1,seal_coat,Aggregate Seal Coat,46_9187_19920731_3_1,12801.5,11084.0,16482.0,25378.0,-1717.5,3680.5,12576.5,0.2875053704643987
46_9197,1987,1,unknown,Missing / not recorded,46_9197_19870101_1_1,15470.0,18133.0,20000.0,27326.0,2663.0,4530.0,11856.0,0.29282482223658696
46_9197,1989,1,asphalt_overlay,Asphalt Concrete Overlay,46_9197_19890601_2_1,20000.0,27326.0,44053.0,34380.0,7326.0,24053.0,14380.0,1.20265
46_9197,1991,1,crack_sealing,Crack Sealing,46_9197_19911022_3_1,44053.0,34380.0,45592.0,49902.0,-9673.0,1539.0,5849.0,0.03493519170090573
46_9197,1995,1,seal_coat,Aggregate Seal Coat,46_9197_19950821_4_1,35017.0,31076.666666666668,39539.0,39033.0,-3940.333333333332,4522.0,4016.0,0.12913727618014106
46_9197,2000,1,asphalt_overlay,"Asphalt Concrete Overlay, Aggregate Seal Coat",46_9197_20000701_5_1,29998.0,12813.5,28981.0,26589.0,-17184.5,-1017.0,-3409.0,-0.03390226015067671
46_9197,2003,1,crack_sealing,Crack Sealing,46_9197_20030901_6_1,26589.0,21640.0,31458.0,30974.0,-4949.0,4869.0,4385.0,0.18312083944488322
46_9197,2013,1,seal_coat,Aggregate Seal Coat,46_9197_20130601_7_1,39539.0,35711.666666666664,41474.0,41872.0,-3827.3333333333358,1935.0,2333.0,0.04893902223121475
46_A410,1987,1,unknown,Missing / not recorded,46_A410_19870101_1_1,79606.0,76096.0,73322.0,93254.0,-3510.0,-6284.0,13648.0,-0.07893877345928699
46_A410,1992,1,shoulder_restoration,AC Shoulder Restoration,46_A410_19921027_2_1,99294.0,58113.5,90384.0,100132.0,-41180.5,-8910.0,838.0,-0.08973351864160976
46_A411,1987,1,unknown,Missing / not recorded,46_A411_19870101_1_1,79606.0,76096.0,73322.0,93254.0,-3510.0,-6284.0,13648.0,-0.07893877345928699
46_A411,1991,1,patching,Full Depth Transverse Joint Repair Patch,46_A411_19910901_2_1,108586.0,66241.5,71565.66666666667,90384.0,-42344.5,-37020.33333333333,-18202.0,-0.3409309978573051
46_A411,1992,1,shoulder_restoration,AC Shoulder Restoration,46_A411_19921027_3_1,66241.5,71565.66666666667,90384.0,100132.0,5324.1666666666715,24142.5,33890.5,0.36446185548334503
46_A411,1998,1,patching,Partial depth patching of PCC pavements at joints,46_A411_19980901_4_1,117098.0,119725.25,163714.0,151171.8,2627.25,46616.0,34073.79999999999,0.39809390425114005
46_A411,2000,1,patching,Full Depth Transverse Joint Repair Patch,46_A411_20000901_5_1,163714.0,151171.8,177190.0,171002.0,-12542.200000000012,13476.0,7288.0,0.08231427978059298
46_A411,2003,1,patching,"Full Depth Transverse Joint Repair Patch, Partial depth patching of PCC pavements at joints, PCC Slab Replacement",46_A411_20030501_6_1,171002.0,151953.16666666666,151185.0,159975.0,-19048.833333333343,-19817.0,-11027.0,-0.11588753347914059
46_A412,1987,1,unknown,Missing / not recorded,46_A412_19870101_1_1,79606.0,76096.0,73322.0,93254.0,-3510.0,-6284.0,13648.0,-0.07893877345928699
46_A412,1991,1,reconstruction_or_major_rehab,Joint Load Transfer Restoration in PCC Pavements,46_A412_19910901_2_1,108586.0,66241.5,71565.66666666667,90384.0,-42344.5,-37020.33333333333,-18202.0,-0.3409309978573051
46_A412,1992,1,shoulder_restoration,AC Shoulder Restoration,46_A412_19921027_3_1,66241.5,71565.66666666667,90384.0,100132.0,5324.1666666666715,24142.5,33890.5,0.36446185548334503
46_A412,1998,1,patching,Partial depth patching of PCC pavements at joints,46_A412_19980901_4_1,117098.0,119725.25,163714.0,151171.8,2627.25,46616.0,34073.79999999999,0.39809390425114005
